@relation none
@attribute id integer
@attribute compas_screening_date integer
@attribute sex string
@attribute dob integer
@attribute age integer
@attribute age_cat string
@attribute race string
@attribute juv_fel_count integer
@attribute decile_score integer
@attribute juv_misd_count integer
@attribute juv_other_count integer
@attribute priors_count integer
@attribute days_b_screening_arrest real
@attribute c_jail_in real
@attribute c_jail_out real
@attribute c_offense_date real
@attribute c_arrest_date real
@attribute c_days_from_compas real
@attribute c_charge_degree string
@attribute c_charge_desc string
@attribute is_recid integer
@attribute r_charge_degree string
@attribute r_days_from_arrest real
@attribute r_offense_date real
@attribute r_charge_desc string
@attribute r_jail_in real
@attribute r_jail_out real
@attribute violent_recid real
@attribute is_violent_recid integer
@attribute vr_charge_degree string
@attribute type_of_assessment string
@attribute decile_score.1 integer
@attribute score_text string
@attribute screening_date integer
@attribute v_type_of_assessment string
@attribute v_decile_score integer
@attribute v_score_text string
@attribute v_screening_date integer
@attribute in_custody real
@attribute out_custody real
@attribute priors_count.1 integer
@attribute start integer
@attribute end integer
@attribute event integer
@attribute two_year_recid string
@data
90,20140830,'Male',19890226,27,'25 - 45','African-American',1,10,1,2,15,-1.0,20140829.0,20140830.0,20140829.0,20129338.55233069,1.0,'F','Driving While License Revoked',1,'(M1)',0.0,20141013.0,'Possess Cannabis/20 Grams Or Less',20141013.0,20141018.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20140830,'Risk of Violence',9,'High',20140830,20141013.0,20141018.0,15,0,44,1,'1'
91,20130204,'Male',19770912,38,'25 - 45','Caucasian',0,2,0,0,4,-1.0,20130203.0,20130205.0,20130203.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',20.269430051813472,20131103.0,'Susp Drivers Lic 1st Offense',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130204,'Risk of Violence',2,'Low',20130204,20130203.0,20130205.0,4,1,272,1,'1'
93,20131116,'Male',19930613,22,'Less than 25','African-American',0,4,0,1,1,-1.0,20131115.0,20131116.0,20131115.0,20129338.55233069,1.0,'F','Poss Firearm W/Altered ID#',1,'(M1)',20.269430051813472,20141122.0,'Possess Cannabis/20 Grams Or Less',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20131116,'Risk of Violence',6,'Medium',20131116,20131115.0,20131116.0,1,0,371,1,'1'
95,20130314,'Male',19940411,22,'Less than 25','African-American',0,10,1,2,2,70.0,20130523.0,20130924.0,20121120.0,20129338.55233069,114.0,'F','Sell Conterfeit Cont Substance',1,'(M2)',0.0,20150910.0,'Susp Drivers Lic 1st Offense',20150910.0,20151208.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20130314,'Risk of Violence',9,'High',20130314,20130523.0,20130924.0,2,0,70,0,'1'
96,20130126,'Male',19860511,29,'25 - 45','African-American',0,9,0,0,4,-1.0,20130125.0,20130213.0,20132323.86044592,20130125.0,1.0,'F','arrest case no charge',1,'(F3)',20.269430051813472,20130823.0,'Aggrav Stalking After Injunctn',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20130126,'Risk of Violence',5,'Medium',20130126,20130405.0,20130712.0,4,18,69,0,'1'
97,20130108,'Male',19540126,62,'Greater than 45','Hispanic',0,1,0,0,0,0.0,20130108.0,20130108.0,20130107.0,20129338.55233069,1.0,'M','Unlaw LicTag/Sticker Attach',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130108,'Risk of Violence',1,'Low',20130108,20130108.0,20130108.0,0,0,1179,0,'0'
98,20140430,'Male',19880705,27,'25 - 45','African-American',0,6,1,0,6,0.0,20140430.0,20140530.0,20140430.0,20129338.55233069,0.0,'F','Aggravated Battery / Pregnant',1,'(F3)',0.0,20141109.0,'Possession of Cocaine',20141109.0,20141110.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20140430,'Risk of Violence',3,'Low',20140430,20141109.0,20141110.0,6,30,193,1,'1'
99,20140309,'Male',19830219,33,'25 - 45','Other',0,1,0,0,0,-1.0,20140308.0,20140309.0,20140308.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140309,'Risk of Violence',1,'Low',20140309,20140308.0,20140309.0,0,0,754,0,'0'
100,20130928,'Female',19600103,56,'Greater than 45','African-American',0,1,0,0,0,0.0,20130928.0,20131001.0,20130927.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130928,'Risk of Violence',1,'Low',20130928,20130928.0,20131001.0,0,3,916,0,'0'
101,20130113,'Male',19700503,45,'Greater than 45','Hispanic',0,1,0,0,6,-1.0,20130112.0,20130911.0,20130112.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(M2)',20.269430051813472,20131202.0,'Operating W/O Valid License',20142328.04015544,20143381.623488773,nan,1,'(M1)','Risk of Recidivism',1,'Low',20130113,'Risk of Violence',1,'Low',20130113,20130112.0,20130911.0,6,241,323,1,'1'
102,20130525,'Male',19931016,22,'Less than 25','Hispanic',0,4,0,0,1,-1.0,20130524.0,20130525.0,20130524.0,20129338.55233069,1.0,'F','Burglary Structure Unoccup',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130525,'Risk of Violence',6,'Medium',20130525,20130524.0,20130525.0,1,0,1042,0,'0'
105,20130307,'Male',19761111,39,'25 - 45','African-American',0,4,0,0,1,-1.0,20130306.0,20130311.0,20132323.86044592,20130306.0,1.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130307,'Risk of Violence',2,'Low',20130307,20130306.0,20130311.0,1,4,1121,0,'0'
107,20130107,'Male',19861024,29,'25 - 45','African-American',0,6,0,0,5,0.0,20130107.0,20130108.0,20130107.0,20129338.55233069,0.0,'F','False Name By Person Arrest',1,'(M2)',0.0,20130917.0,'Operating W/O Valid License',20130917.0,20130918.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130107,'Risk of Violence',3,'Low',20130107,20130917.0,20130918.0,5,1,253,1,'1'
108,20141203,'Male',19890327,27,'25 - 45','Caucasian',0,6,0,1,1,-1.0,20141202.0,20141216.0,20132323.86044592,20141202.0,1.0,'F','arrest case no charge',1,'(F3)',20.269430051813472,20151109.0,'Pos Cannabis W/Intent Sel/Del',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20141203,'Risk of Violence',3,'Low',20141203,20150902.0,20151030.0,1,13,273,0,'1'
111,20130717,'Male',19760327,40,'25 - 45','African-American',0,2,0,0,2,-15.0,20130702.0,20130705.0,20132323.86044592,20130702.0,15.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130717,'Risk of Violence',1,'Low',20130717,20130702.0,20130705.0,2,0,989,0,'0'
113,20130825,'Male',19930921,22,'Less than 25','African-American',0,3,0,0,1,0.0,20130825.0,20130911.0,20130824.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',20.269430051813472,20141006.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130825,'Risk of Violence',3,'Low',20130825,20140508.0,20140529.0,1,17,256,0,'1'
114,20130219,'Male',19931012,22,'Less than 25','Caucasian',0,8,0,0,0,-1.0,20130218.0,20130417.0,20130218.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20130219,'Risk of Violence',6,'Medium',20130219,20130503.0,20130524.0,0,57,73,0,'0'
115,20131108,'Female',19890901,26,'25 - 45','African-American',0,4,0,0,1,-1.0,20131107.0,20131109.0,20131107.0,20129338.55233069,1.0,'F','Poss Cocaine/Intent To Del/Sel',1,'(M1)',0.0,20131119.0,'Resist/Obstruct W/O Violence',20131119.0,20140116.0,nan,1,'(F3)','Risk of Recidivism',4,'Low',20131108,'Risk of Violence',3,'Low',20131108,20131119.0,20140116.0,1,1,11,1,'1'
116,20140721,'Male',19881011,27,'25 - 45','Caucasian',0,7,0,0,1,-43.0,20140608.0,20140627.0,20140607.0,20129338.55233069,44.0,'F','Burglary Dwelling Assault/Batt',1,'(M1)',24.0,20150405.0,'Felony Battery w/Prior Convict',20150429.0,20150517.0,nan,1,'(M1)','Risk of Recidivism',7,'Medium',20140721,'Risk of Violence',8,'High',20140721,20150629.0,20151113.0,1,0,258,1,'1'
119,20130304,'Male',19830502,32,'25 - 45','African-American',0,2,0,0,0,-1.0,20130303.0,20130304.0,20130303.0,20129338.55233069,1.0,'F','Felony Battery (Dom Strang)',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130304,'Risk of Violence',1,'Low',20130304,20130303.0,20130304.0,0,0,1124,0,'0'
120,20130228,'Male',19740628,41,'25 - 45','African-American',0,2,0,0,1,-1.0,20130227.0,20130301.0,20132323.86044592,19981219.0,5185.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130228,'Risk of Violence',2,'Low',20130228,20130227.0,20130301.0,1,1,1128,0,'0'
122,20130221,'Male',19860329,30,'25 - 45','African-American',0,10,0,0,8,-1.0,20130220.0,20130221.0,20130220.0,20129338.55233069,1.0,'M','Possess Cannabis/20 Grams Or Less',1,'(M1)',0.0,20130417.0,'Possess Cannabis/20 Grams Or Less',20130417.0,20130418.0,nan,1,'(F3)','Risk of Recidivism',10,'High',20130221,'Risk of Violence',9,'High',20130221,20130417.0,20130418.0,8,0,55,1,'1'
127,20140807,'Male',19651008,50,'Greater than 45','Other',0,1,0,0,0,-1.0,20140806.0,20140807.0,20132323.86044592,20140806.0,1.0,'F','arrest case no charge',1,'(M2)',135.0,20150205.0,'Susp Drivers Lic 1st Offense',20150620.0,20150622.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140807,'Risk of Violence',2,'Low',20140807,20150620.0,20150622.0,0,0,182,1,'1'
128,20130420,'Male',19910130,25,'25 - 45','African-American',1,10,6,1,14,-1.0,20130419.0,20130426.0,20132323.86044592,20130419.0,1.0,'F','arrest case no charge',1,'(M1)',0.0,20130729.0,'Resist/Obstruct W/O Violence',20130729.0,20130817.0,nan,1,'(M1)','Risk of Recidivism',10,'High',20130420,'Risk of Violence',10,'High',20130420,20130729.0,20130817.0,14,6,100,1,'1'
130,20131003,'Male',19950506,20,'Less than 25','Other',0,5,0,0,0,-1.0,20131002.0,20131003.0,20131002.0,20129338.55233069,1.0,'F','Tampering With Physical Evidence',1,'(F2)',0.0,20140130.0,'Robbery / No Weapon',20140130.0,20150329.0,nan,1,'(F2)','Risk of Recidivism',5,'Medium',20131003,'Risk of Violence',8,'High',20131003,20140130.0,20150329.0,0,0,119,1,'1'
131,20140116,'Male',19940126,22,'Less than 25','African-American',1,9,0,0,2,0.0,20140116.0,20140215.0,20140116.0,20129338.55233069,0.0,'F','Attempted Burg/struct/unocc',1,'(M1)',1.0,20140710.0,'Resist/Obstruct W/O Violence',20140711.0,20140711.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20140116,'Risk of Violence',10,'High',20140116,20140116.0,20140215.0,2,30,175,1,'1'
132,20140317,'Male',19921207,23,'Less than 25','African-American',0,7,0,1,2,137.0,20140801.0,20140802.0,20132323.86044592,20130906.0,192.0,'M','arrest case no charge',1,'(M2)',20.269430051813472,20140915.0,'Leave Acc/Attend Veh/More $50',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140317,'Risk of Violence',8,'High',20140317,20140801.0,20140802.0,2,0,137,0,'1'
136,20130330,'Female',19800916,35,'25 - 45','African-American',0,2,0,0,1,-1.0,20130329.0,20130330.0,20132323.86044592,20130329.0,1.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130330,'Risk of Violence',1,'Low',20130330,20130329.0,20130330.0,1,0,1098,0,'0'
137,20140429,'Male',19791112,36,'25 - 45','African-American',0,7,0,0,9,0.0,20140429.0,20140503.0,20140428.0,20129338.55233069,1.0,'F','Deliver Cocaine',1,'(M1)',1.0,20140526.0,'Possess Cannabis/20 Grams Or Less',20140527.0,20140527.0,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140429,'Risk of Violence',6,'Medium',20140429,20140429.0,20140503.0,9,4,27,1,'1'
138,20130112,'Male',19890529,26,'25 - 45','Caucasian',0,8,0,0,7,0.0,20130112.0,20130112.0,20130111.0,20129338.55233069,1.0,'F','Possession Burglary Tools',1,'(M1)',1.0,20140124.0,'Resist/Obstruct W/O Violence',20140125.0,20140126.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130112,'Risk of Violence',4,'Low',20130112,20140327.0,20140406.0,7,0,377,1,'1'
139,20130420,'Male',19940906,21,'Less than 25','Other',0,6,0,0,1,0.0,20130420.0,20130424.0,20130419.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M1)',0.0,20131229.0,'Possess Drug Paraphernalia',20131229.0,20140406.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130420,'Risk of Violence',6,'Medium',20130420,20131229.0,20140406.0,1,4,253,1,'1'
142,20141213,'Male',19910120,25,'25 - 45','Caucasian',0,8,0,0,9,-1.0,20141212.0,20141213.0,20141212.0,20129338.55233069,1.0,'F','Pos Cannabis W/Intent Sel/Del',1,'(M2)',20.269430051813472,20150507.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,1,'(M1)','Risk of Recidivism',8,'High',20141213,'Risk of Violence',9,'High',20141213,20150717.0,20150719.0,9,0,145,1,'1'
143,20130104,'Male',19440513,71,'Greater than 45','African-American',0,7,0,0,12,3.304763283625308,20133664.740987405,20134070.9431012,20101023.0,20129338.55233069,804.0,'M','Possess Cannabis/20 Grams Or Less',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130104,'Risk of Violence',3,'Low',20130104,20136526.64402408,20137681.66408713,12,0,1183,0,'0'
145,20131114,'Female',19950919,20,'Less than 25','Caucasian',0,7,0,0,0,-1.0,20131113.0,20131114.0,20131113.0,20129338.55233069,1.0,'F','Poss3,4 Methylenedioxymethcath',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20131114,'Risk of Violence',8,'High',20131114,20131113.0,20131114.0,0,0,869,0,'0'
146,20130213,'Male',19760810,39,'25 - 45','Caucasian',0,1,0,0,2,-2.0,20130211.0,20130211.0,20130210.0,20129338.55233069,3.0,'F','Possession Of Alprazolam',1,'(F3)',0.0,20130417.0,'Possession of Hydromorphone',20130417.0,20130509.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130213,'Risk of Violence',1,'Low',20130213,20130417.0,20130509.0,2,0,63,1,'1'
147,20131106,'Male',19490504,66,'Greater than 45','Caucasian',0,1,0,0,3,-64.0,20130903.0,20131003.0,20130903.0,20129338.55233069,64.0,'F','Flee/Elude LEO-Agg Flee Unsafe',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131106,'Risk of Violence',1,'Low',20131106,20130903.0,20131003.0,3,0,877,0,'0'
148,20130415,'Female',19611110,54,'Greater than 45','Caucasian',0,1,0,0,0,0.0,20130415.0,20130415.0,20130414.0,20129338.55233069,1.0,'M','DUI Level 0.15 Or Minor In Veh',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130415,'Risk of Violence',1,'Low',20130415,20130415.0,20130415.0,0,0,1082,0,'0'
150,20130820,'Female',19710512,44,'25 - 45','Hispanic',0,1,0,0,0,-2.0,20130818.0,20130819.0,20130818.0,20129338.55233069,2.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130820,'Risk of Violence',1,'Low',20130820,20130818.0,20130819.0,0,0,955,0,'0'
151,20141114,'Male',19960815,19,'Less than 25','African-American',0,4,0,0,1,-10.0,20141104.0,20141113.0,20141104.0,20129338.55233069,10.0,'M','Battery',1,'(M1)',0.0,20150226.0,'Viol Injunction Protect Dom Violence',20150226.0,20150304.0,nan,1,'(F3)','Risk of Recidivism',4,'Low',20141114,'Risk of Violence',7,'Medium',20141114,20150226.0,20150304.0,1,0,104,1,'1'
152,20140228,'Male',19911127,24,'Less than 25','African-American',0,2,0,0,1,-137.0,20131014.0,20140228.0,20132323.86044592,20131014.0,137.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140228,'Risk of Violence',3,'Low',20140228,20150716.0,20150716.0,1,0,503,0,'0'
153,20130909,'Male',19850724,30,'25 - 45','African-American',0,2,0,0,1,-1.0,20130908.0,20130909.0,20130908.0,20129338.55233069,1.0,'F','Fail To Redeliv Hire/Leas Prop',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130909,'Risk of Violence',2,'Low',20130909,20130908.0,20130909.0,1,0,935,0,'0'
154,20130905,'Female',19770414,39,'25 - 45','Caucasian',0,1,0,0,0,-1.0,20130904.0,20130906.0,20130904.0,20129338.55233069,1.0,'F','Aggravated Assault W/Dead Weap',1,'(M1)',1.0,20131027.0,'Battery',20131028.0,20131028.0,nan,1,'(M1)','Risk of Recidivism',1,'Low',20130905,'Risk of Violence',1,'Low',20130905,20130904.0,20130906.0,0,1,52,1,'1'
156,20130411,'Male',19911002,24,'Less than 25','Caucasian',0,6,1,2,8,-1.0,20130410.0,20130422.0,20130411.0,20129338.55233069,0.0,'F','False Ownership Info/Pawn Item',1,'(F2)',1.0,20130508.0,'Poss Wep Conv Felon',20130509.0,20130509.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130411,'Risk of Violence',6,'Medium',20130411,20130410.0,20130422.0,8,11,27,1,'1'
157,20130829,'Male',19851024,30,'25 - 45','Caucasian',0,4,0,0,0,-1.0,20130828.0,20130903.0,20130828.0,20129338.55233069,1.0,'F','Possession Of Methamphetamine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130829,'Risk of Violence',2,'Low',20130829,20150108.0,20150204.0,0,5,497,0,'0'
158,20140221,'Male',19840608,31,'25 - 45','Caucasian',0,5,0,0,0,-1.0,20140220.0,20140331.0,20140220.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20140221,'Risk of Violence',2,'Low',20140221,20140220.0,20140331.0,0,38,770,0,'0'
159,20130226,'Female',19760919,39,'25 - 45','Caucasian',0,4,0,0,1,-1.0,20130225.0,20130612.0,20130225.0,20129338.55233069,1.0,'F','Possession of Morphine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130226,'Risk of Violence',3,'Low',20130226,20140325.0,20140330.0,1,106,392,0,'0'
160,20141204,'Male',19570402,59,'Greater than 45','African-American',0,9,0,0,14,178.0,20150531.0,20150918.0,20132323.86044592,20140314.0,265.0,'F','arrest case no charge',1,'(F3)',0.0,20150531.0,'Aggravated Assault W/Dead Weap',20150531.0,20150918.0,nan,1,'(F3)','Risk of Recidivism',9,'High',20141204,'Risk of Violence',4,'Low',20141204,20150531.0,20150918.0,14,0,178,1,'1'
163,20130815,'Male',19730115,43,'25 - 45','Caucasian',0,1,0,0,1,-30.0,20130716.0,20130717.0,20130716.0,20129338.55233069,30.0,'F','Possession of Cocaine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130815,'Risk of Violence',1,'Low',20130815,20130716.0,20130717.0,1,0,960,0,'0'
166,20130302,'Male',19940615,21,'Less than 25','African-American',0,9,0,0,3,-1.0,20130301.0,20130307.0,20130301.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M1)',0.0,20130326.0,'Resist/Obstruct W/O Violence',20130326.0,20140122.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130302,'Risk of Violence',6,'Medium',20130302,20130326.0,20140122.0,3,5,24,1,'1'
169,20130116,'Male',19771114,38,'25 - 45','Caucasian',0,4,0,0,5,-1.0,20130115.0,20130118.0,20130115.0,20129338.55233069,1.0,'M','Possess Cannabis/20 Grams Or Less',1,'(F3)',0.0,20130312.0,'Possession of Cannabis',20130312.0,20130313.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130116,'Risk of Violence',3,'Low',20130116,20130312.0,20130313.0,5,2,55,1,'1'
171,20130215,'Male',19820219,34,'25 - 45','Caucasian',0,5,0,0,0,0.0,20130215.0,20130302.0,20130215.0,20129338.55233069,0.0,'F','Aggravated Assault w/Firearm',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20130215,'Risk of Violence',5,'Medium',20130215,20140502.0,20140710.0,0,15,441,0,'0'
173,20131117,'Male',19820603,33,'25 - 45','African-American',0,5,0,0,5,0.0,20131117.0,20131117.0,20131116.0,20129338.55233069,1.0,'F','Poss Contr Subst W/o Prescript',1,'(M1)',20.269430051813472,20141028.0,'Possess Cannabis/20 Grams Or Less',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20131117,'Risk of Violence',2,'Low',20131117,20131117.0,20131117.0,5,0,345,1,'1'
174,20131118,'Male',19780927,37,'25 - 45','African-American',0,2,0,0,3,0.0,20131118.0,20131119.0,20131118.0,20129338.55233069,0.0,'F','Poss3,4 Methylenedioxymethcath',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20131118,'Risk of Violence',1,'Low',20131118,20140228.0,20140307.0,3,1,102,0,'0'
175,20130316,'Male',19740325,42,'25 - 45','Caucasian',0,2,0,0,1,0.0,20130316.0,20130317.0,20130315.0,20129338.55233069,1.0,'F','Aggrav Stalking After Injunctn',1,'(F3)',1.0,20130317.0,'Aggrav Stalking After Injunctn',20130318.0,20130423.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130316,'Risk of Violence',2,'Low',20130316,20130316.0,20130317.0,1,1,2,1,'1'
176,20130906,'Male',19741203,41,'25 - 45','African-American',0,9,1,0,10,0.0,20130906.0,20140301.0,20130906.0,20129338.55233069,0.0,'F','Possession of Cocaine',1,'(M1)',0.0,20140618.0,'Resist/Obstruct W/O Violence',20140618.0,20140729.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130906,'Risk of Violence',7,'Medium',20130906,20140618.0,20140729.0,10,176,285,1,'1'
177,20131113,'Male',19930627,22,'Less than 25','African-American',0,4,0,0,0,-1.0,20131112.0,20131113.0,20131112.0,20129338.55233069,1.0,'F','Uttering a Forged Instrument',1,'(F3)',362.0,20141212.0,'Uttering a Forged Instrument',20151209.0,20151209.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20131113,'Risk of Violence',7,'Medium',20131113,20151209.0,20151209.0,0,0,394,1,'1'
178,20140111,'Male',19820517,33,'25 - 45','African-American',0,8,12,2,28,-1.0,20140110.0,20140112.0,20140110.0,20129338.55233069,1.0,'F','Driving While License Revoked',1,'(M2)',0.0,20140404.0,'Operating W/O Valid License',20140404.0,20140405.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20140111,'Risk of Violence',5,'Medium',20140111,20140404.0,20140405.0,28,1,83,1,'1'
